index,time,x_b,y_b,z_b,th_z,th_y,th_x,x0,y0,z0,fx0,fy0,fz0,x1,y1,z1,fx1,fy1,fz1,x2,y2,z2,fx2,fy2,fz2,x3,y3,z3,fx3,fy3,fz3
76,0.677711,0.186168,0.194719,0.50244,0.423091,-0.247656,-0.0183183,0.612122,0.124411,0.2,31.0641,-39.4036,169.04,0.558403,0.623186,0.204895,0,0,0,0.119387,-0.00997555,0.0262899,0,0,0,-0.149222,0.204957,-8.59881e-10,-35.8109,-33.791,285.336
77,0.686747,0.191336,0.200194,0.505323,0.424164,-0.249207,-0.00962798,0.612122,0.124411,0.2,32.33,-41.7391,176.687,0.565229,0.641185,0.203399,0,0,0,0.125058,0.00943767,0.0177887,0,0,0,-0.149222,0.204957,-8.59881e-10,-34.7924,-36.3218,294.765
78,0.695783,0.196498,0.205464,0.508653,0.425387,-0.24865,-0.00324989,0.612122,0.124411,0.2,30.6994,-39.4636,170.097,0.5704,0.654936,0.20214,0,0,0,0.12929,0.0243253,0.0112023,0,0,0,-0.149222,0.204957,-8.59881e-10,-32.9193,-34.4396,281.858
79,0.704819,0.201653,0.210538,0.512376,0.426793,-0.245979,0.000779721,0.612122,0.124411,0.2,26.1456,-33.515,146.125,0.574106,0.66479,0.201239,0,0,0,0.132323,0.034993,0.00648282,0,0,0,-0.149222,0.204957,-8.59881e-10,-27.9802,-29.2999,241.121
80,0.713855,0.206804,0.215446,0.516324,0.428381,-0.241387,0.00269694,0.612122,0.124411,0.2,19.8222,-25.3598,111.441,0.57659,0.671395,0.200634,0,0,0,0.134355,0.0421439,0.0033192,0,0,0,-0.149222,0.204957,-8.59881e-10,-21.1838,-22.1974,183.364
81,0.722892,0.211951,0.220226,0.520258,0.43012,-0.235246,0.00293335,0.612122,0.124411,0.2,12.8876,-16.4644,72.7659,0.578097,0.675401,0.200268,0,0,0,0.135588,0.0464813,0.00140029,0,0,0,-0.149222,0.204957,-8.59881e-10,-13.7589,-14.4241,119.481
82,0.731928,0.217095,0.224924,0.52391,0.431961,-0.228028,0.00202532,0.612122,0.124411,0.2,6.50007,-8.29505,36.8206,0.57887,0.677458,0.200079,0,0,0,0.136222,0.0487086,0.000414896,0,0,0,-0.149222,0.204957,-8.59881e-10,-6.93419,-7.27209,60.3644
83,0.740964,0.222239,0.229577,0.527034,0.433853,-0.220218,0.000506269,0.612122,0.124411,0.2,1.81808,-2.31815,10.3252,0.579155,0.678216,0.20001,0,0,0,0.136455,0.0495292,5.18584e-05,0,0,0,-0.149222,0.204957,-8.59881e-10,-1.93833,-2.03336,16.9065
84,0.75,0.227382,0.234216,0.529448,0.435755,-0.212199,-0.00121494,0.612122,0.124411,0.2,0,0,0,0.579196,0.678325,0.2,0,0,0,0.136488,0.0496464,-4.13475e-09,0,0,0,-0.149222,0.204957,-8.59881e-10,0,0,0
85,0.759036,0.232525,0.238855,0.531086,0.437643,-0.204178,-0.00291703,0.612202,0.124551,0.200024,0,0,0,0.579196,0.678325,0.2,2.09452,2.67961,9.56038,0.136488,0.0496464,-4.13475e-09,0.0745705,2.88698,16.1982,-0.149139,0.205085,0.000103283,0,0,0
86,0.768072,0.237677,0.243514,0.532009,0.439483,-0.196359,-0.00435867,0.612759,0.125531,0.200188,0,0,0,0.579196,0.678325,0.2,7.48733,9.58483,34.0895,0.136488,0.0496464,-4.13475e-09,0.26432,10.3199,57.8275,-0.148555,0.205986,0.000826267,0,0,0
87,0.777108,0.24285,0.248228,0.532389,0.441208,-0.189121,-0.00507755,0.61427,0.12819,0.200635,0,0,0,0.579196,0.678325,0.2,14.8423,19.0153,67.3592,0.136488,0.0496464,-4.13475e-09,0.518305,20.4569,114.44,-0.146968,0.208429,0.00278865,0,0,0
88,0.786145,0.248064,0.253048,0.532459,0.44273,-0.182945,-0.00446544,0.617215,0.133368,0.201506,0,0,0,0.579196,0.678325,0.2,22.8233,29.2706,103.141,0.136488,0.0496464,-4.13475e-09,0.785582,31.4559,175.587,-0.143879,0.213187,0.00661015,0,0,0
89,0.795181,0.253341,0.258031,0.532472,0.443951,-0.178301,-0.00190095,0.622069,0.141904,0.202941,0,0,0,0.579196,0.678325,0.2,30.0942,38.6503,135.208,0.136488,0.0496464,-4.13475e-09,1.01521,41.475,230.821,-0.138787,0.221031,0.0129104,0,0,0
